,true_val,ridge_0,lasso_0,elastic_0,lars_0,rbf_0,lin_svm_0,rand_for_0,ridge_1,lasso_1,elastic_1,lars_1,rbf_1,lin_svm_1,rand_for_1,ridge_2,lasso_2,elastic_2,lars_2,rbf_2,lin_svm_2,rand_for_2,ridge_3,lasso_3,elastic_3,lars_3,rbf_3,lin_svm_3,rand_for_3,ridge_4,lasso_4,elastic_4,lars_4,rbf_4,lin_svm_4,rand_for_4,ridge_5,lasso_5,elastic_5,lars_5,rbf_5,lin_svm_5,rand_for_5,ridge_6,lasso_6,elastic_6,lars_6,rbf_6,lin_svm_6,rand_for_6,ridge_7,lasso_7,elastic_7,lars_7,rbf_7,lin_svm_7,rand_for_7,ridge_8,lasso_8,elastic_8,lars_8,rbf_8,lin_svm_8,rand_for_8,ridge_9,lasso_9,elastic_9,lars_9,rbf_9,lin_svm_9,rand_for_9,ridge_10,lasso_10,elastic_10,lars_10,rbf_10,lin_svm_10,rand_for_10,ridge_11,lasso_11,elastic_11,lars_11,rbf_11,lin_svm_11,rand_for_11,ridge_12,lasso_12,elastic_12,lars_12,rbf_12,lin_svm_12,rand_for_12,ridge_13,lasso_13,elastic_13,lars_13,rbf_13,lin_svm_13,rand_for_13,ridge_14,lasso_14,elastic_14,lars_14,rbf_14,lin_svm_14,rand_for_14,ridge_15,lasso_15,elastic_15,lars_15,rbf_15,lin_svm_15,rand_for_15,ridge_16,lasso_16,elastic_16,lars_16,rbf_16,lin_svm_16,rand_for_16,ridge_17,lasso_17,elastic_17,lars_17,rbf_17,lin_svm_17,rand_for_17,ridge_18,lasso_18,elastic_18,lars_18,rbf_18,lin_svm_18,rand_for_18,ridge_19,lasso_19,elastic_19,lars_19,rbf_19,lin_svm_19,rand_for_19
906800,0.69224628,2.5476160846134768,2.5939030232423876,2.6230502814124823,-203950646464.822,2.5957092858011155,2.5670180044531037,2.6814374068767144,2.4801553004587458,2.5163111936472218,2.584688757009275,374983438614.4626,2.4394683432763316,2.479081995101825,2.8033157922399283,2.4954614439495586,2.5033129199910324,2.5508483598703413,-222423937296.7065,2.48441228553227,2.514780746164638,2.5098929317824217,2.32083812724704,2.6631181408316933,2.617855974303129,-33948210181.737247,2.254575198493571,2.313514979124031,2.519766254236789,2.4318130562334,2.6925706484922345,2.615836300796926,-6137204384011.188,2.4820669377051283,2.4405688397604344,2.740085735248515,2.6169364208656978,2.4639811097400526,2.6400797661796487,11402619131.886892,2.53842986598681,2.6400565044438444,2.7274738737267494,2.345916334109668,2.612726649893279,2.640702153741028,123270364839.37389,2.5189348724701808,2.3695314581907656,2.7159601987983035,2.3796360329479285,2.4546007760384545,2.4144773053740383,-2323290292.178143,2.4606009194150094,2.357335956054137,2.389409575146341,2.3938205095223957,2.5453096782903613,2.5802584776719764,-223598876735.85034,2.542380864457209,2.4350337619420612,2.6920471113277187,2.4709762212316577,2.622943440689785,2.612010872059497,-526617513112.34705,2.297337204781068,2.4777236501439535,2.5800007887783307,2.1871271360203624,2.6095594138720473,2.4946173219678043,443431823465.66534,2.4196916046051347,2.173107635325864,2.5110594785935896,2.400128754113276,2.5409283258780078,2.5850738795363615,-6070845412030.394,2.503345173575523,2.436900020379146,2.5241389145104502,2.5142892010398663,2.7083483883438944,2.5906149622016454,-23918156381.218372,2.534189950670112,2.529410563901582,2.4401319971519633,2.2844612983832358,2.7324355863103817,2.6268306321587205,2523253008209.398,2.428761581469316,2.2849193090190263,2.709229473262446,2.3429869469169264,2.6293858736526254,2.636668653139557,-23851163531.30829,2.4477725649888638,2.3411645154977725,2.273371744268953,2.3210288752532016,2.657554084181232,2.578503313332655,68375202182624.15,2.552410146136548,2.313656222959177,2.4777998038277764,2.55556173599528,2.626562285097076,2.5890313402403224,-79996250168237.56,2.6354318520781197,2.557701762019958,2.742035884227639,2.303400181994802,2.6387292110637874,2.6096312307909773,-5294224523.955137,2.4586876636420527,2.312566338426355,2.3916375516197355,2.1679061650817673,2.519461595744937,2.5154608766719515,-45235749604913.42,2.2917084421705955,2.1679614520594597,2.2824004452394377,2.626299715430263,2.576514572077691,2.5747946465482676,-1439082584953.5217,2.488654389799451,2.614987787057372,2.4664330012872613
910921,2.53818182,2.7051012547263644,2.6830650115266343,2.6743630854234177,90608921507.77206,2.6547328963298913,2.75343773815526,2.467712914418885,3.037853572633547,2.541841876334722,2.5735302831549256,62463905816819.07,2.772471750273515,3.060934364147827,2.436526197398389,2.7363450474952034,2.488527585042725,2.4605080089893514,-96419130701.17401,2.739359718637096,2.8055852354670967,2.8531571530739184,2.5149596815471917,2.470632232670345,2.5015180870161267,179905230440.25113,2.5308995658979634,2.5514716474577988,2.838107385869883,2.7148299952990227,2.5082658767519224,2.5571983836537444,26623286877.981552,2.740920149703034,2.7491281560342715,2.80749465532928,2.9348864091674565,2.549342259211836,2.7501241061282933,-433116546.33671117,2.8258121396273026,2.9607288741472506,3.1012817327725206,2.5425516977197686,2.5209542527058058,2.687901694169995,-312326371977.08765,2.7032356541407743,2.5878466933288538,2.770276841050391,2.3586828245896077,2.434405032550697,2.458489279012364,2071708850.6446526,2.5625562079737656,2.4310731024615757,2.1164417861697062,2.0598139369324335,2.5469984845497105,2.593466179258053,-153773765594.3545,2.5409562479670664,2.1303786091453154,2.304023758179086,2.7748018493057303,2.6984445692446637,2.821911687205592,750899754105756.9,2.784019840802592,2.785186890531458,3.008647821701669,2.7227146202854495,2.5745508707643268,2.571699975516956,14636848772831.943,2.6720511487198393,2.762143164474731,1.813581418194725,1.9129064835082417,2.4207224681391213,2.4185893090634165,366993201112.48206,2.3935423250126946,1.9781960051513807,2.912637108763467,2.7551043668143627,2.7376731435693604,2.6475813065568197,-375627455747.75714,2.7594673436532244,2.7657091360884847,2.8092957620504784,2.659589455345853,2.4955432644856397,2.560348758576238,-2561454124168.6216,2.715143459920632,2.6975076317556574,2.158613782057614,2.816130539358855,2.7162324552155535,2.7471174662851383,-289503027605579.2,2.8397339043387184,2.8516803348905913,2.0483442719669105,2.493899217364715,2.474877770423848,2.4279351690740723,47562004080814.16,2.6583753411389246,2.5658796715768157,2.007830261919212,2.528407500446143,2.4811757383613258,2.578837833147399,-27627163714401.13,2.5824676482931888,2.612085173152836,2.8306562585059427,2.508244799669806,2.5046174273223736,2.4593093908996297,3669939031865.367,2.6562613099626984,2.5712092415750583,2.628570087232726,2.6942863168202846,2.5881304347480145,2.667907741920711,187212730600549.06,2.703305181597497,2.759483647373097,3.026925086446802,2.056826389157833,2.4324617485521887,2.500651106471543,102406354650075.33,2.5647792204159736,2.1409080779156575,2.6559684533030983
687562,2.56020476,2.2646822492886503,2.4009721039057093,2.410421199100426,2846218664572.7817,2.3956603179071747,2.2613617097791456,2.866678220749685,2.5981450108142856,2.309510619187672,2.4192133745361466,-69815590610.18945,2.56355644078712,2.596534604085977,1.957411952300843,2.243364361869833,2.4454935934722304,2.508816170000562,-16534668675.223867,2.329930695047267,2.223372170798828,2.1456505261117753,2.648447079387566,2.449277365849476,2.4764939832301724,-2415812034620863.5,2.446133527635685,2.5949687766114167,2.127274884862698,2.2037500198034587,2.463921263098862,2.48555701582178,1356784921.2766237,2.3712000713545933,2.1773424481930075,2.6411849463386017,2.5484681382262657,2.491075465172572,2.4378966731168514,1206964906255.197,2.5167556079070854,2.507351455585573,2.6865642549251043,2.372917395293652,2.415511009254107,2.3795083884658164,-64919190477.995735,2.3809158395434737,2.358761420092009,2.8563524272680114,2.580533686233362,2.44306694004341,2.426240987710349,-107352102958368.36,2.398368849287688,2.551691060718246,2.4335579365162325,2.5651441388505916,2.472835679536914,2.358909910990819,476886942416.44336,2.4444946829778735,2.5069974585234958,2.2367771241339813,2.2386408458308567,2.4454392732056514,2.472923076174336,19785980914.742783,2.5135132076474727,2.184502686029161,2.3698332149748857,2.634349028040934,2.472468370548299,2.4862812559897045,-138143931157.33453,2.6021831714775585,2.5964822401284735,2.4071250572250773,2.177557051852506,2.3993639962815214,2.403700937498441,-17371646732.58448,2.4510229236844117,2.182016350063588,2.3245608675600473,2.857851815520054,2.6500030405695902,2.59180532447447,-78802518443.90451,2.5948945772533847,2.8273065998813993,2.9359868776280464,2.2113158358678047,2.3241622064477396,2.3025944940863403,-1180614868896.0686,2.3718510738050593,2.2350136686169533,2.364760923412969,2.364421953850538,2.483459092546858,2.4969537959909096,-22787813688.11543,2.4384989606913483,2.3482414321983898,2.597736483891942,2.3344202939028076,2.4442950421404728,2.428850415083482,13018604922545.463,2.4179686297308636,2.3014809666553977,2.882716531793798,2.1857120793709295,2.350062121645255,2.3282040312045558,114327122214.78285,2.4115103991129323,2.168642132108137,2.815423105246917,2.394247317277012,2.5040388825154722,2.4508311742398052,54576670352427.42,2.5628393696952836,2.387286440429678,2.539312716561093,2.2452376411260024,2.2734848360122157,2.3414063346352916,881091288889665.8,2.352782158344419,2.2746733434786823,2.1629658246798007,2.530041294110782,2.4111500962233157,2.429670145653249,566058508249.6157,2.4196189757360056,2.489345552417198,1.2956623099738938
906794,0.2908981,1.0293372628034718,1.5707063619668709,1.1962249823734237,-594947533206267.5,1.641409902139899,1.0204646741321308,0.7868053839771931,1.0763531540031437,2.4592436571283782,1.4248848175849411,-528410551119.832,1.9710617839006486,1.076171253144157,1.0002693312299862,0.8314976012937274,2.1560659212949296,1.614321712380407,101321337453467.39,1.9596356917258886,0.846742261372476,0.3301793058761326,1.0673588423139577,2.0842613745634235,1.6380864250095182,-50766009476.81838,1.9283323816097606,1.06780733054632,1.3377503019516257,1.7835879414975349,1.798899840844305,1.7461356323978108,-196344334126.9335,2.104794725289997,1.7554701127503414,1.173305816969262,1.6897427110047365,2.194174258501408,1.8749733714381778,39906506665.07152,2.0478179895772914,1.6609893299024217,1.3824348653563805,1.741505375357484,2.174841981341509,1.9581141081663107,133133436660.71887,2.0333608495581927,1.7141359109499468,1.746064926888785,0.9772792485435011,1.627485428371204,1.4245176900864447,72371641459255.38,1.788443344017043,0.9790879183807808,0.05655598870155267,1.1400648579134338,1.1134981098255365,1.085477790033432,-107852237507.69142,1.904035300931012,1.1510316940462433,1.1634591475285476,1.0867268168912632,1.22512762738274,0.9853795429408949,-128281453408.97818,2.0650102625620486,1.0580120662159611,0.9854827923294411,0.9964114231015571,1.5320411454604845,1.3303450872569742,-144180289907919.5,1.816297942345025,0.9944474254852826,1.138576486831751,0.409907642134105,0.3950523169213995,0.6851147191633777,-295256893309.78827,1.7439091834045617,0.38970563727030605,0.5072306744137418,0.5429151251078523,0.1512625111003305,0.5121346091282835,271823742523.54575,1.6894371846219358,0.516797014651388,0.32840345471956456,-0.02228258180789,0.10388781067802055,0.34257999521475835,-99855869916285.84,1.6351505690147166,-0.01706081975446949,0.3210641516316003,1.291546864325425,1.3885590081005161,1.2808033430913748,902617707734550.5,1.901219911917832,1.3093707141415671,0.5007036020389019,0.1876282730480514,1.2232021158981408,0.48361277780253475,238643019350997.88,1.8644050181744147,0.17281798466867704,0.1353232783234572,1.567356262267472,1.6755685562687965,1.3639140032641617,583636946248.713,1.9831592453371627,1.5428818132609106,0.6581480775238413,0.9768797659663866,1.9046963615361778,1.5263385006304553,-34704207946241.133,1.833021338447229,0.9921031050957894,0.8860619019379037,1.0901440103170867,1.704485731579038,1.4513004771629539,900721910554.4928,1.8302005471624985,1.111456456141739,1.9685609984594712,0.10860390743954884,1.434966325151672,0.2461471910300359,-525557530696.7189,1.6476751149250197,0.09426424822900081,0.8026307541939446
910935,1.10760708,2.60470202586814,2.5655265562588707,2.553404389428508,-28447800959.21585,2.7024823658770747,2.5640832617301266,2.670401667196633,2.5680351090537905,2.6441709683671313,2.720171194585196,-130020031595.4513,2.736550898883036,2.5761056875054082,2.2629540299771334,2.425990906178435,2.550474469975443,2.628776453563815,-148231233517.10413,2.5973542269776657,2.4050836124463384,2.41783728218309,2.287575272933215,2.566724112912836,2.5728686958934137,464642088126674.8,2.578861721407564,2.268238557340232,2.6040713547675294,2.9595761308965827,2.6182627448151132,2.571906334835807,45094059803.393005,2.7677857130944377,2.966295935599888,1.7237348954352338,2.3278194561048444,2.56593518852014,2.5952704160692557,-1679035456876.155,2.7012768202731525,2.366746394994176,2.7045707561610977,3.0196146104566863,2.6725801844310784,2.755813598176456,10687722608818.025,2.762075786653898,2.9768136303813506,2.9902974048769706,2.3515115268634057,2.48700405808023,2.545292713658368,-28414736244148.543,2.6652457322853844,2.3162844711644364,2.596950764616728,2.3000742815522517,2.5591124113479844,2.7174331937941387,135597930715.16084,2.611864500654882,2.2913818490749382,2.5285486141940523,2.0733042379431104,2.545775223918845,2.5852016792240953,-46476938345.16055,2.621708879435501,2.105271734987077,2.1684562222516846,2.6878154925016,2.5760696045723086,2.6623087560040135,-191751448919.81934,2.718731980694707,2.635483565476036,2.7721875992882477,2.837233206922311,2.6455791611184285,2.6869421443752395,-185833738819.4055,2.706518641134081,2.799825391652589,2.2117141276722943,2.277998765464997,2.618795289216442,2.520387866261427,3031828876.0308294,2.616741418660351,2.3029761887027402,2.3877300623633984,2.0967917497039417,2.6853849148177193,2.692106237403799,-4579610788643.498,2.5838459764546795,2.087781969837488,3.013627731148993,2.561714008285981,2.6783151312184894,2.592305622346173,-14481577896.513168,2.6322545408531832,2.5868406543351012,2.551488079303536,2.7510940858378543,2.675581135887791,2.5414687887786194,-11211209993972.117,2.6474065149324426,2.7130611936481115,2.1496580048522476,2.41357754514792,2.5272932099584873,2.5876860490837554,-720204692.8971217,2.653460826128842,2.4026257995908775,1.4303447479525528,2.433634419659748,2.572405387378138,2.5366274313109254,-5481152896.580214,2.709112584141806,2.410084934846505,2.2197144941696982,2.2208015756999213,2.5243597787613097,2.4994175564438894,1527986994157.485,2.5533027736131615,2.196541411177231,2.1882146598008907,2.760235600089613,2.5165040259925986,2.612520429284019,-217031440569.5024,2.678010280518529,2.7072425137514244,2.5339751677093347
910934,2.75584651,2.727772738098222,2.4687066128328072,2.5817747566553177,-203871602347.50076,2.7185990842144765,2.7348125523874454,2.779466036916034,2.5546164993700478,2.4809729354552545,2.513689912286917,-572017467869.4169,2.6305156884000924,2.552098884360547,2.5989504580531744,2.9066939669029583,2.562265089266872,2.6047394685119176,-78852011399075.0,2.678283422488442,2.9059046003844644,2.364714629725482,2.7670655687028085,2.6831694923650007,2.7090260139116333,283195098454.2731,2.5650380707806497,2.7718445777713687,2.2603049191604563,2.9097063373210714,2.47372495915615,2.51738981941779,-13048482753.818197,2.662255248470839,2.8421897390820523,2.7647936067350543,2.7140283930876636,2.4861320709921477,2.6174822329490963,-1198001866659.5972,2.715634621137769,2.7573963691814907,2.83578891438074,2.6732576876728693,2.4726659374634146,2.4900533920114443,-163907723804.32608,2.5775187373947936,2.639433669949892,2.7285803919416822,2.455898374939097,2.4485340688862576,2.479135484201083,-88479214416203.16,2.6194216142520363,2.4490284094235855,2.7224133527417864,2.620280834116342,2.4704053960458503,2.6118199997576195,264667865000.0116,2.7118364935750616,2.658482604450832,2.3429396376884237,2.1466119480402535,2.501443999066094,2.543516982102206,-374538831654.31696,2.4927035367046724,2.1270514168697456,1.817703075675988,3.279281114148228,2.606306674451764,2.7186145957344836,-158491449641.00235,2.8546730633928172,3.3158959215082575,2.859303477611958,2.626648132666715,2.4552321754469517,2.5293810060021533,21736809303.603176,2.6106378387776754,2.600357301480741,2.289642324842617,2.43468308846779,2.4390761438077027,2.5026490889806308,-108942024479428.0,2.6391296447898918,2.430255058088962,2.605206319839356,2.700926566865007,2.458389104101782,2.476187926254044,-297096871917234.7,2.68372018344991,2.706420209705225,2.6855363440234847,2.6041751200352903,2.5168818223894056,2.5433972912018694,191631564293.3722,2.589675175410623,2.631388524073534,1.934245927902042,2.5682660309937253,2.5646239312080077,2.5961195050669934,122223087617394.23,2.6435227081363504,2.619085677611221,2.394460783026717,2.9507893022258473,2.716007342995368,2.610662612583556,-3901484427788.53,2.6645504204020014,2.9822511954906386,2.5345205226708685,2.667850918504852,2.666233821948936,2.618463082485669,-2163790270.8321166,2.6083765114251216,2.678095218013719,2.489341990528942,2.3077894960155128,2.2173065002367913,2.4266032852310575,-192049348043534.28,2.6028492775165573,2.329090480638439,2.6533707726790277,3.0650613369846136,2.5910167947349123,2.7449058474437313,-2999899808188.1157,2.7812732783655254,3.0526632414966444,2.2736517541901944
910697,-0.09394715,-0.36160698016398696,1.5285252151550432,1.1995790725376343,-3207258147134.3696,1.140407512051516,-0.38288840678850544,1.1444867791367703,0.02281418482354347,1.9979454895419022,1.6193371604371087,242333254381.79288,1.5152729326769978,-0.005107450368731392,1.2174333340165,2.053223347813293,2.241884155320246,1.927159427780997,-256104193568.84534,2.0012380680979147,2.0185177478946015,1.3675692222935765,0.013399322279423753,1.613212675438932,1.5119283322842705,20909499192.31371,1.3999987467446873,0.02546743713734756,0.5378731663100819,0.21054182174982117,1.8249402316263472,1.7675958384688857,17803632433.53755,1.5455904265540492,0.18936574631468295,1.553084811874617,0.9500422020178576,1.8831799983441413,1.8729434255051922,3339345295.978959,1.7044505349442427,0.9361568580084332,1.6072035804180511,-0.01159090471484614,1.8420197687323008,1.4850848474164313,-564359813570.1145,1.330553559883367,-0.034897679348171895,0.9146668467669172,0.4873866865373562,1.8609771597920557,1.7223739839267398,212419683966401.66,1.5274467128090123,0.46601464429997796,1.5207110841862208,0.707676754549289,1.7908914494629855,1.7676838601604266,105727401104.46404,1.7499224722471403,0.7182729239107479,2.1340330558235188,0.6037137684297151,1.6034909779293274,1.3261922328691829,706866079075.9873,1.6060260137360651,0.5847768987943722,0.4207173962076755,2.3950422353237544,2.1370848171164796,2.057501589703485,9039181536.240986,2.178989346730793,2.4250070243824564,1.5579630810582212,0.3854199503765394,1.689638783229504,1.763628274265233,33367187715846.508,1.491289919970615,0.3946964426524935,1.2642736375755228,0.40312688136506836,1.7873406218862518,1.605740047146247,119359743920888.48,1.7922417529368828,0.42050815061479296,0.8465625837037957,2.0481011794479023,1.8682159695706502,1.901356824528174,-2623417498232.198,1.86635500964572,2.035342347408903,1.639439107821858,-0.5460964133036117,1.2250512183948032,1.160358900850912,81550494094.85428,1.1515046878678858,-0.5520322345327786,-0.07820119021414815,0.22698305783908168,1.8293502705858167,1.3279128304960743,-57517473666267.21,1.4972373952121447,0.22807300611654746,0.2842735605067238,-0.04985696644825621,2.054210866588064,1.7220938816917846,189165164.18326157,1.3705838382275481,-0.053962274490602535,1.8292219193305783,0.00826683976303455,1.7869903946113543,1.5229484984663888,3326186861.4978814,1.4642904389536566,-0.012075757255924024,1.0717716820708412,1.160567568920315,1.5424735860973084,1.4735662771447608,328756047718087.75,1.8001193053093256,1.133159354360625,1.3774729470272304,-0.29688149297705824,1.5625332383979527,0.5388007049891719,-124740522979.4043,1.219809706792583,-0.28765388478220366,0.7378338503427633
906803,2.74695741,3.7505529826533888,2.7519314596121527,2.826231472076505,-8541804175.331985,3.099522300191714,3.7552472896945335,2.487963716218016,3.423289257153732,2.4115788010437713,2.500374106071126,-79070563929.2036,2.9058094385549387,3.407286130405539,2.3228910426224973,3.393713550445926,2.5858377649869144,2.6838815494568475,61836621383.871666,2.88926174101614,3.3957476825618444,2.442183250750499,3.3432731928153654,2.6113196616653065,2.6514080966811493,-119157094807.58095,2.776297928863265,3.370030954323034,2.7139548295660836,3.442041000749283,2.810606753439851,2.9087393598303617,-2477070553435.002,3.0080718460828995,3.4248666371310237,2.5023502284995325,3.40449996505863,2.5899723726004953,2.6534177226442957,1015949213857.9006,2.90179504375441,3.412485300511239,2.8865114011191517,3.4717264576926237,2.4711037981381,2.8093057726950206,35737285312796.26,2.980386422678827,3.437959306603225,2.4593800987070615,3.4449550763616434,2.6203937539617828,2.7305890285731937,-13419699045.335508,3.0484815678933526,3.4450284306226364,2.6773671695887895,3.3012172107559943,2.7060048131336183,2.8290117863098265,-40888988830.465576,3.033974655521618,3.289612884371441,2.885247013817625,3.914739687562192,2.517785955756806,2.6516483728360742,5020366948.3460865,2.9998304980503896,3.888544458056065,2.624247097102729,3.6735301836732432,2.582611622523229,2.65331212187667,-385744099582.9648,3.152646825936176,3.6668114722067635,2.764457320842015,3.5864428571687146,2.5518696677815975,2.605738359966464,29661366152151.27,2.9658915382256144,3.5919350262997547,2.8207118394563597,3.343801334551965,2.495215135428147,2.485798365590184,-73279144025039.0,2.8143756481818465,3.3006709528250155,2.0163329080966763,3.7487077844278205,2.5958628469503258,2.7362258796983085,80183561728816.22,3.102705990671985,3.7369722728627712,2.9355245872373827,3.4329552918491406,2.6175698379450463,2.592974015466893,17931561848.535454,3.019065308177514,3.424513032332172,2.7065557260158233,3.398344271157756,2.637794352447112,2.8647063854535544,-103919821522715.98,3.042139159968338,3.3710965200516543,2.299834481239181,3.2193804431183635,2.6481603970308836,2.817433978447568,-208437739679.97595,2.94463490996979,3.169925415791202,2.4117997894464245,3.659568648424525,2.51913966870261,2.6195552087404423,54832056134.086334,3.08244135395518,3.6670686946455087,3.0151671936957314,3.4677453371267153,2.697991834335486,2.7621012299860856,4415578367917.566,3.0347219006154442,3.4430751800056028,2.7406633640092055,3.5797661757276047,2.4324617485521887,2.581920454739288,247214969762811.47,3.055389794145374,3.5544451811390956,2.4008506112327828
1295740,1.72884052,2.259909989510776,2.476568124273466,2.3820337670824734,4305245728417.32,2.3464354332215764,2.341229688488376,2.389417381807408,2.5680526050088117,2.4592436571283782,2.4668415541798403,73130359641.75192,2.368821183426634,2.5939832875007296,2.540224239045052,2.7788038541592264,2.5056318044224795,2.5036419553791647,-232798523876.6792,2.5144393456388565,2.833599935009251,2.866721361709889,2.6219829161173966,2.551267202944453,2.4579874488090017,60578638541544.95,2.4686999628762303,2.6631664837073927,2.4643890934788275,2.591387392566783,2.4129127713671186,2.4018767927589115,-26159465403.787884,2.4001467108584538,2.6185833748082916,1.9222578887669468,2.9503357789644458,2.5282274403987595,2.4502364272225927,-477869386679.0616,2.5698666934143235,2.9788174528750755,2.6916676252163834,2.777067774892618,2.4861215382841935,2.451907785019497,67925773563355.484,2.438791165612069,2.7579886529276463,2.174921903441107,2.7798355402394206,2.5291730729942086,2.531893560276801,63637409155468.54,2.483644397896163,2.7703680245209377,1.8737945003288785,2.6618988601245888,2.4316713548108857,2.4590738910312724,13681029077.808802,2.520136792396205,2.7245060632987825,2.622463580039139,2.7164144989564907,2.4538269071646335,2.430641908934467,-879613918890842.9,2.493218796310296,2.7266486955335747,2.2047235089415294,2.5860251489254362,2.492503270374946,2.516732080873798,-3873723434.0943604,2.4275781197369453,2.626482322860189,2.494836363561758,2.7929830068193677,2.416342726003585,2.4083347280869467,3895692937342.194,2.471427309248628,2.810126362384892,2.5307901337485164,2.383187594200585,2.4643393556614632,2.4756406054854847,138678871526732.7,2.337436336365994,2.4407945613859603,2.5846416813232698,2.6485970550169995,2.5040251417796724,2.458661832962623,70706175746356.7,2.4522302370111118,2.6815487844443826,2.0261963254529753,2.7454125147763313,2.4507243972468906,2.3898638087060076,15603270296241.281,2.454665900048732,2.747665237014461,2.417111137291919,2.5322079330694307,2.479990557881457,2.4628769844942164,-108338271215267.53,2.4482142060245353,2.5382716588826404,2.643192567816423,2.747194302893567,2.5554428596701784,2.482610813319565,28506810912930.0,2.4832830677526814,2.77517645269778,2.0991079506742407,2.73080343069984,2.4689031687145375,2.4759697264028424,80934642321155.03,2.457874113025371,2.749784579430824,2.4170949092724476,2.510403530906147,2.4276150467568525,2.408176073249425,61852340336445.72,2.4373110335640513,2.535861458975308,2.1550249124602865,2.4147652088414073,2.4614741273980956,2.4959035714667994,123628838388696.64,2.3905009618818465,2.4396912480206163,2.4916614306115
1295741,2.75861903,2.557917377223845,2.3730841425491542,2.4189519484812934,10757469604.748184,2.6834015497500783,2.5446736334846154,2.430333640120104,2.8383950850362525,2.4115788010437713,2.4885391395096823,175507714233.94482,2.7997726279816106,2.800826458083371,2.662395149048849,2.9770198398787207,2.463343779670424,2.523007570754443,-85657906699331.7,2.769325191003139,2.920214018089482,2.772471012235267,2.6939251011897616,2.52088503060111,2.5112440467272905,-25512792428.64779,2.7065560570083838,2.58546425087504,2.6744394061181076,2.819636675442278,2.616402212887007,2.628677234679572,-80117817246378.67,2.7265591213526617,2.7473962386041726,2.7534114769854474,2.4614647195736574,2.4871815691373333,2.5282102930446655,-933053780536.196,2.648048656163079,2.4389159691705014,2.101955471262008,2.8176269044816813,2.4145008325046646,2.418787696062234,4857331546351.333,2.7325791297697837,2.780719129477142,2.717919263373219,2.8513494722017607,2.441978755194806,2.4767316822237753,-90609672613329.1,2.794457832972786,2.8181063391785512,2.677500256619367,2.621785394046964,2.4544764637388896,2.5597731276455793,169617460210.39902,2.7526638613432928,2.5653511079924294,2.4714113421034294,2.6981933200006893,2.459180083633529,2.471495626933221,37864270010026.8,2.6516761497354486,2.6559484559215534,1.9612853223877853,2.7670632427867154,2.474258170498041,2.5037229008150814,-29714709148494.57,2.662412813969004,2.7072005082986053,1.9704285049151042,2.9749230720583113,2.508208192260396,2.526563389079473,139573671866.36682,2.7897264456060107,2.9241425000313046,2.6921454777246443,2.563317469093547,2.390354115993266,2.5052402274323633,117474928225897.9,2.636009153670715,2.502889096473193,2.5811161218214744,2.534700411150636,2.4696139386246463,2.6171108756960506,-4276106740255.93,2.7614017481091366,2.4615676167747873,2.778045106349238,3.0330878815010385,2.4249355175478926,2.4827204413236377,139002645721182.84,2.7949655892169196,2.952883731623426,2.5203124654606137,2.6369042025953,2.4398823626243638,2.4941321995795667,-6672954436743.054,2.702673087870826,2.594282134570105,2.1431544363105175,2.5666527623460946,2.470059706553972,2.5492507375770592,-2302173044.248455,2.688757686874279,2.544743616574373,2.3101407324813588,2.655007408645355,2.456300149747695,2.425116360869092,25359892985490.727,2.6826398882407756,2.583287558322879,2.379386854639417,2.515578176838811,2.6137364530811817,2.5707088421133863,574937786042.838,2.686404170761082,2.460493626527023,2.136917306601668,2.5120446483779335,2.5172333834939633,2.5652712289892587,4005702035079.874,2.737626061519934,2.4581555365131895,2.696061903887684
